,881001.WI,000001.SH,HSTECH.HI,399102.SZ,000300.SH
2010/6/29,2364.3354,2541.142,,992.911,2724.231
2010/6/30,2251.0808,2411.441,,922.445,2575.824
2010/7/1,2233.6479,2410.769,,921.849,2574.098
2010/7/2,2204.2361,2386.4,,885.948,2542.122
2010/7/5,2199.1772,2378.088,,871.463,2529.425
2010/7/6,2233.575,2409.783,,899.064,2563.411
2010/7/7,2250.4832,2421.679,,909.175,2580.608
2010/7/8,2266.071,2436.283,,914.926,2602.23
2010/7/9,2314.502,2485.6,,937.287,2662.163
2010/7/12,2334.7302,2501.024,,941.833,2689.809
2010/7/13,2324.6489,2468.69,,937.401,2649.658
2010/7/14,2330.6033,2494.589,,938.69,2684.616
2010/7/15,2323.6211,2487.237,,931.308,2680.442
2010/7/16,2269.9285,2428.464,,895.832,2621.332
2010/7/19,2325.0715,2484.194,,910.966,2691.937
2010/7/20,2372.7078,2530.331,,938.358,2746.237
2010/7/21,2392.3079,2553.452,,959.869,2766.205
2010/7/22,2405.5703,2563.239,,951.033,2783.138
2010/7/23,2422.2205,2579.523,,965.58,2806.979
2010/7/26,2433.4854,2589.484,,967.571,2811.953
2010/7/27,2435.186,2587.997,,968.879,2812.208
2010/7/28,2480.4216,2636.002,,973.377,2866.404
2010/7/29,2497.6536,2656.408,,982.866,2888.599
2010/7/30,2491.3989,2643.035,,972.506,2876.136
2010/8/2,2527.948,2675.762,,995.091,2922.612
2010/8/3,2533.4812,2681.786,,997.127,2929.614
2010/8/4,2495.2295,2638.898,,978.862,2876.595
2010/8/5,2503.0876,2640.589,,998.967,2877.31
2010/8/6,2523.0334,2659.412,,1012.267,2898.534
2010/8/9,2544.3149,2676.09,,1033.234,2922.624
2010/8/10,2544.0188,2675.313,,1035.229,2925.296
2010/8/11,2488.885,2618.451,,1007.321,2864.361
2010/8/12,2486.5288,2608.761,,1008.45,2860.369
2010/8/13,2485.1851,2607.033,,1008.394,2856.043
2010/8/16,2543.1636,2665.314,,1031.946,2927.688
2010/8/17,2559.115,2677.57,,1037.72,2949.73
2010/8/18,2568.6995,2687.76,,1036.509,2962.749
2010/8/19,2578.4973,2701.93,,1034.144,2975.188
2010/8/20,2564.5752,2683.288,,1023.365,2951.956
2010/8/23,2535.6057,2656.116,,1002.061,2920.541
2010/8/24,2551.5984,2667.171,,1008.618,2933.118
2010/8/25,2537.6367,2645.503,,1003.156,2904.662
2010/8/26,2505.8572,2616.962,,985.375,2868.878
2010/8/27,2506.4185,2613.487,,1001.446,2861.074
2010/8/30,2554.6763,2656.355,,1025.263,2921.085
2010/8/31,2555.1555,2647.253,,1029.801,2910.06
2010/9/1,2568.6013,2662.876,,1029.757,2931.76
2010/9/2,2572.333,2659.978,,1020.633,2931.547
2010/9/3,2578.6638,2660.539,,1048.943,2929.548
2010/9/6,2605.2627,2698.601,,1046.103,2980.424
2010/9/7,2611.0522,2704.933,,1027.01,2991.435
2010/9/8,2612.9873,2695.845,,1030.902,2982.72
2010/9/9,2617.2869,2698.638,,1044.857,2986.867
2010/9/10,2587.9314,2667.837,,1038.969,2940.79
2010/9/13,2615.4402,2696.674,,1046.948,2977.078
2010/9/14,2631.6243,2703.781,,1047.587,2984.466
2010/9/15,2618.3835,2688.49,,1032.179,2965.539
2010/9/16,2580.1838,2653.272,,995.754,2917.849
2010/9/17,2540.2678,2615.079,,981.545,2877.083
2010/9/20,2534.1294,2607.347,,974.524,2872.219
2010/9/21,2526.4265,2601.099,,953.043,2869.38
2010/9/27,2560.3081,2629.045,,950.379,2905.526
2010/9/28,2559.8213,2625.326,,949.369,2900.536
2010/9/29,2558.4778,2634.124,,942.249,2908.732
2010/9/30,2575.6282,2655.999,,941.154,2935.595
2010/10/8,2659.9761,2747.805,,962.987,3055.836
2010/10/11,2723.3616,2823.597,,960.723,3154.204
2010/10/12,2733.1118,2843.428,,959.662,3173.849
2010/10/13,2756.0374,2862.035,,960.223,3221.646
2010/10/14,2790.9065,2919.414,,972.512,3286.023
2010/10/15,2811.8662,2971.16,,954.498,3327.683
2010/10/18,2845.4509,3026.099,,937.592,3390.015
2010/10/19,2853.3816,3002.371,,997.845,3375.867
2010/10/20,2896.2959,3041.151,,1013.149,3439.225
2010/10/21,2880.8174,3018.244,,993.479,3418.091
2010/10/22,2882.0132,2997.624,,1016.252,3408.491
2010/10/25,2937.7632,3051.539,,1038.418,3481.347
2010/10/26,2949.2222,3073.384,,1036.913,3499.817
2010/10/27,2950.167,3056.399,,1042.243,3490.217
2010/10/28,2901.6438,3007.013,,1035.656,3420.885
2010/10/29,2898.8857,2996.774,,1068.207,3404.6
2010/11/1,2961.3882,3054.05,,1111.06,3472.995
2010/11/2,2991.1521,3089.568,,1105.604,3522.175
2010/11/3,2960.2075,3069.066,,1059.175,3474.707
2010/11/4,2973.0271,3087.421,,1050.788,3480.929
2010/11/5,3020.4258,3142.589,,1063.957,3554.47
2010/11/8,3047.7212,3160.699,,1098.878,3549.305
2010/11/9,3047.7236,3159.019,,1108.239,3547.44
2010/11/10,3031.6108,3124.256,,1140.651,3508.275
2010/11/11,3087.3899,3186.72,,1158.543,3557.987
2010/11/12,3047.7202,3150.146,,1135.895,3497.061
2010/11/15,2924.0142,3016.131,,1142.627,3319.976
2010/11/16,2924.5164,3007.643,,1169.267,3311.616
2010/11/17,2806.0601,2891.052,,1130.14,3168.931
2010/11/18,2781.3193,2873.696,,1101.039,3158.629
2010/11/19,2807.896,2888.75,,1149.795,3178.846
2010/11/22,2834.1445,2904.97,,1189.709,3200.472
2010/11/23,2812.4807,2872.172,,1177.495,3156.478
2010/11/24,2801.5623,2861.485,,1203.937,3177.412
2010/11/25,2838.4617,2901.675,,1209.844,3227.054
2010/11/26,2833.8896,2894.421,,1197.282,3224.517
2010/11/29,2823.1909,2878.827,,1211.993,3206.756
2010/11/30,2823.5898,2881.16,,1208.724,3205.782
2010/12/1,2773.0139,2834.199,,1167.993,3150.436
2010/12/2,2808.29,2870.806,,1177.548,3194.226
2010/12/3,2790.2986,2853.401,,1162.519,3171.378
2010/12/6,2799.5208,2871.407,,1143.601,3185.332
2010/12/7,2813.5469,2884.53,,1142.956,3214.691
2010/12/8,2814.9644,2880.558,,1155.72,3215.281
2010/12/9,2783.9866,2854.7,,1139.253,3175.052
2010/12/10,2778.8848,2850.422,,1148.755,3172.163
2010/12/13,2853.5608,2923.774,,1190.992,3261.344
2010/12/14,2866.4739,2933.407,,1200.051,3279.365
2010/12/15,2875.52,2939.05,,1204.207,3282.772
2010/12/16,2860.5576,2921.275,,1212.213,3258.394
2010/12/17,2839.6035,2898.812,,1213.452,3232.839
2010/12/20,2852.2742,2911.561,,1220.651,3249.763
2010/12/21,2844.623,2908.166,,1206.712,3251.551
2010/12/22,2854.9165,2917.199,,1200.179,3263.45
2010/12/23,2825.7634,2893.711,,1186.209,3237.644
2010/12/24,2787.8984,2853.486,,1154.68,3187.724
2010/12/27,2803.3794,2876.811,,1139.252,3219.655
2010/12/28,2706.0044,2775.149,,1084.231,3095.358
2010/12/29,2680.8948,2753.025,,1098.436,3062.557
2010/12/30,2698.0154,2768.126,,1107.288,3079.909
2010/12/31,2738.2175,2808.926,,1124.276,3129.446
2011/1/4,2782.6653,2855.396,,1142.985,3194.358
2011/1/5,2780.821,2850.493,,1146.863,3193.779
2011/1/6,2783.5586,2853.875,,1147.735,3198.052
2011/1/7,2791.3594,2868.005,,1130.239,3209.9
2011/1/10,2767.9702,2847.358,,1113.895,3182.782
2011/1/11,2723.1499,2810.762,,1079.134,3131.292
2011/1/12,2740.0459,2828.468,,1083.969,3153.43
2011/1/13,2748.9971,2837.526,,1083.447,3157.036
2011/1/14,2739.29,2817.048,,1078.126,3129.667
2011/1/17,2701.4995,2780.942,,1052.289,3078.88
2011/1/18,2623.3977,2715.406,,1015.533,2984.47
2011/1/19,2667.813,2759.602,,1033.659,3045.605
2011/1/20,2667.1047,2752.799,,1034.645,3037.862
2011/1/21,2646.7026,2746.178,,1015.829,3030.265
2011/1/24,2632.1443,2736.109,,1011.281,2999.201
2011/1/25,2593.6157,2701.044,,974.032,2960.587
2011/1/26,2603.603,2710.738,,978.584,2982.322
2011/1/27,2643.2659,2753.001,,996.285,3037.159
2011/1/28,2655.8743,2759.44,,1004.019,3047.266
2011/1/31,2681.9158,2790.921,,1011.753,3076.547
2011/2/1,2695.8843,2805.049,,1013.707,3087.225
2011/2/9,2697.1248,2804.208,,1015.003,3087.551
2011/2/10,2717.5083,2819.063,,1039.432,3105.324
2011/2/11,2739.3972,2835.411,,1052.87,3133.499
2011/2/14,2807.1174,2906.261,,1065.506,3227.432
2011/2/15,2833.3628,2934.467,,1073.171,3259.639
2011/2/16,2828.8628,2924.188,,1083.357,3248.849
2011/2/17,2844.5989,2939.284,,1091.551,3265.257
2011/2/18,2831.771,2924.23,,1088.633,3242.374
2011/2/21,2843.5054,2932.82,,1095.752,3258.28
2011/2/22,2855.1438,2944.413,,1099.283,3269.048
2011/2/23,2785.5886,2868.484,,1090.964,3182.185
2011/2/24,2797.7095,2881.537,,1087.654,3195.688
2011/2/25,2805.7319,2890.324,,1074.733,3213.792
2011/2/28,2824.7751,2906.169,,1076.843,3241.597
2011/3/1,2849.4194,2931.58,,1079.633,3273.511
2011/3/2,2842.0146,2924.963,,1073.121,3257.419
2011/3/3,2849.3975,2937.557,,1069.535,3271.64
2011/3/4,2853.4106,2944.459,,1052.37,3273.658
2011/3/7,2906.8711,3000.429,,1058.919,3337.466
2011/3/8,2908.7388,3001.624,,1066.157,3342.711
