,881001.WI,000001.SH,HSTECH.HI,399102.SZ,000300.SH
2010/8/17,2542.2346,2663.184,,1031.969,2927.258
2010/8/18,2556.1616,2674.501,,1034.603,2945.979
2010/8/19,2551.1416,2669.431,,1027.873,2940.767
2010/8/20,2554.2993,2677.019,,1022.343,2943.334
2010/8/23,2515.2319,2637.82,,995.801,2895.707
2010/8/24,2518.7012,2636.532,,994.437,2892.129
2010/8/25,2523.2029,2634.95,,1001.136,2893.986
2010/8/26,2491.5928,2604.882,,979.482,2853.105
2010/8/27,2492.363,2602.501,,978.998,2847.448
2010/8/30,2515.6421,2622.266,,1003.594,2874.247
2010/8/31,2543.7356,2644.787,,1020.851,2905.154
2010/9/1,2551.4824,2641.053,,1025.705,2907.663
2010/9/2,2553.1309,2646.893,,1004.147,2917.735
2010/9/3,2570.3718,2658.129,,1022.02,2926.939
2010/9/6,2584.8069,2667.195,,1042.508,2935.89
2010/9/7,2603.0232,2698.218,,1013.218,2979.298
2010/9/8,2598.5081,2687.711,,1023.94,2970.002
2010/9/9,2617.0903,2698.638,,1032.696,2986.867
2010/9/10,2573.801,2657.235,,1025.797,2928.001
2010/9/13,2587.8635,2665.655,,1035.655,2933.594
2010/9/14,2621.7285,2694.069,,1045.639,2971.547
2010/9/15,2617.3188,2688.386,,1031.861,2965.539
2010/9/16,2572.6953,2646.921,,990.268,2908.322
2010/9/17,2528.6582,2607.551,,976.188,2864.717
2010/9/20,2528.2678,2601.482,,971.4,2865.04
2010/9/21,2518.5291,2593.763,,951.222,2859.43
2010/9/27,2525.5146,2600.54,,935.364,2869.928
2010/9/28,2555.897,2625.326,,948.249,2900.536
2010/9/29,2539.8916,2608.919,,939.793,2877.269
2010/9/30,2519.5825,2599.715,,922.414,2859.06
2010/10/8,2597.9771,2681.253,,946.701,2965.652
2010/10/11,2666.998,2755.026,,960.595,3069.188
2010/10/12,2694.8279,2795.764,,946.261,3121.636
2010/10/13,2733.5762,2842.138,,950.565,3176.886
2010/10/14,2770.3066,2881.552,,960.792,3245.133
2010/10/15,2725.5693,2863.738,,951.186,3204.723
