,881001.WI,000001.SH,HSTECH.HI,399102.SZ,000300.SH
2011/2/10,14826622400,9791976300,,183397141,6660366200
2011/2/11,16685256000,10775817100,,185821620,7597555300
2011/2/14,23087417600,15424297000,,208543095,12130233100
2011/2/15,22703174400,15244989800,,269248383,10955443800
2011/2/16,19770491200,12780569700,,243005846,9133428300
2011/2/17,20604356800,13041549800,,240753440,8896469500
2011/2/18,17820702400,11377546300,,231441972,7537868400
2011/2/21,18915081600,11885588300,,233885722,7939977600
2011/2/22,23701854400,15300462200,,320233644,10786374100
2011/2/23,17220123200,11108305900,,231321543,7132485400
2011/2/24,17394139200,10977258800,,223863973,6648689300
2011/2/25,15836012800,10009403900,,196628028,6161927500
2011/2/28,18796398400,11870576300,,190378651,7663066300
2011/3/1,21334891200,13655504800,,210151542,8856695400
2011/3/2,20202244800,13344225800,,179765963,8091064100
2011/3/3,22092177600,15048888400,,179970947,10121999700
2011/3/4,17835481600,11827724100,,147127473,8001391500
2011/3/7,24665678400,16010588400,,177002859,11818719700
2011/3/8,20069968000,12668115400,,252698674,8487865500
2011/3/9,19556552000,12479073500,,245323916,7802636100
2011/3/10,19559889600,12379988900,,256424723,7821264200
2011/3/11,18636422400,11599448000,,275535504,6720833500
2011/3/14,18579841600,11691061800,,254307511,6368978300
2011/3/15,23937433600,15495195100,,278624992,9603397900
2011/3/16,20620880000,13077723700,,262125455,7885952000
2011/3/17,21303952000,13779782700,,257918719,8568711400
2011/3/18,16021345600,10063733500,,171408736,6134016100
2011/3/21,15506347200,9676027500,,167500757,5910503700
2011/3/22,14779416000,9511745700,,184655947,5724868400
2011/3/23,17571099200,11260347500,,176214076,7207758500
2011/3/24,17511188800,10895597900,,187212741,6130424400
2011/3/25,21532600000,13639636700,,197772013,8689597900
2011/3/28,24757139200,15601687800,,228775279,9768430000
2011/3/29,26146876800,16854324600,,276317108,10528016400
2011/3/30,19808563200,12649354800,,194415868,7833633700
2011/3/31,17072968000,10893561100,,159041696,6450388000
2011/4/1,15266513600,9984409400,,129401988,6309472200
2011/4/6,20871660800,14165061300,,154165462,10582367400
2011/4/7,19094086400,12473459100,,177395226,8468176200
2011/4/8,17997531200,11433779400,,156926772,7392921000
2011/4/11,23048736000,14718957600,,171057482,10442054500
2011/4/12,22519564800,14599054700,,135487246,10193850600
